time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
171335,-13948,-12248,5892,-3753,-5986,-31597,179736,88543
171477,9472,-7872,7512,8911,8298,26051,180650,88738
171617,-19220,-12656,6416,-7846,-5360,-32768,179123,88417
171757,17212,-8736,6788,10788,9418,18912,180332,88904
171897,-30244,-17224,9280,-8105,9404,-17214,179442,88247
172037,26664,-6968,6948,2117,3185,14369,180894,88963
172179,-27360,-18056,5236,-8044,5022,-20814,179721,88405
172319,22120,-7640,5184,7479,8700,19396,180790,88894
172459,-27520,-18152,6212,-7127,5593,-19010,179663,88431
172599,24592,-6972,5816,5526,7664,18462,181041,89100
172739,-27136,-17144,3588,-10677,3953,-19740,180111,88533
172879,23260,-8636,4244,9390,4379,17818,181137,88990
173021,-28784,-18348,3460,-5867,6541,-20462,179760,88439
173161,23660,-7428,5948,7556,7618,20953,180457,88933
173301,-21512,-16888,1464,-8170,-6248,-26364,179066,88482
173441,22428,-7736,5080,4791,2230,18994,180621,88928
173581,-29396,-18260,184,-7402,5603,-21337,178884,88167
173723,24872,-6884,4976,4372,3809,16709,179947,88761
173863,-29900,-18348,-1672,-7087,9762,-15108,178829,88046
174003,27264,-6312,5848,6067,1932,15821,180204,88884
174143,-31564,-18944,-1284,-5467,6658,-16905,179061,88132
174283,30532,-5608,6700,4555,-2567,11049,180295,88873
174425,-30672,-18968,-1756,-5226,10914,-7863,178698,88016
174565,31500,-5156,8940,5099,-4132,7344,180144,88772
174705,-25952,-18160,-564,-7934,12833,-5694,179362,88202
174845,29944,-6360,8996,5056,-3674,3132,180310,88935
174985,-24612,-16972,-884,-4952,24189,4320,179736,88173
175125,28892,-6928,10476,5891,246,597,180137,88825
175267,-21476,-16952,772,-4641,23350,4727,180379,88301
175407,21148,-8660,9004,9806,8268,11504,180626,88789
175547,-22056,-14248,4876,-916,19708,3904,180868,88538
175687,8024,-8780,11112,9707,4734,8793,180973,88871
175827,-8856,-11404,9760,317,-1501,6670,181372,88866
175969,-5660,-9880,9752,-1703,379,197,181561,88831
176109,-6344,-10360,9520,-784,1755,3458,181786,88897
176249,-8440,-9968,9276,78,2274,2767,181522,88936
176389,-7860,-9024,8212,1244,-58,1154,181417,88913
176529,-13468,-10488,3816,12649,-141,-26904,181007,88763
176669,20716,4960,20664,22316,2396,11181,181173,89026
176811,-23568,-4200,16124,2296,2655,2936,181143,88655
176951,19292,5784,15336,621,-23753,-11629,181118,89136
177091,-17924,-1772,15560,-379,14234,15074,180595,88678
177231,10244,2952,8220,3352,-29223,-26828,180838,88969
177371,-9808,2956,17996,-94,26650,18842,180463,88595
177513,7360,1444,12760,-1774,-14201,-21894,180629,88913
177653,-10360,1632,15212,3478,15690,18252,180394,88498
177793,7268,8244,15692,-689,-24589,-22282,180403,89141
177933,-8920,2760,13948,-2455,18267,17108,180394,88630
178073,12220,6156,14680,-1201,-26778,-19610,180728,89166
178215,-10536,1444,12144,447,16140,19836,180525,88578
178355,10472,5120,14700,-1524,-21873,-18725,180459,89019
178495,-7156,1236,12928,700,9830,16706,180249,88729
178635,7000,7316,17836,-2715,-19709,-23958,180545,89074
178775,-8656,1444,12808,-171,16955,20409,180300,88652
178917,3320,6200,18572,-3063,-19677,-32264,180185,88945
179057,-10136,2536,12180,-5046,17525,25527,179878,88422
179197,4708,2168,16248,1009,-20764,-32199,179577,89029
179337,-8736,-160,12980,-237,14283,24955,179630,88393
179477,2540,2420,16740,1610,-18852,-31321,179478,88920
179619,-9072,652,13140,-466,13782,25460,179224,88199
179759,2032,4968,17252,-1589,-20773,-32768,179114,88829
179899,-6044,1692,13520,889,15949,25183,179280,88302
180039,-3376,852,12676,-183,-17154,-32768,177818,88674
180179,-4464,1396,13720,943,13755,26831,178162,87970
180319,-3700,956,13896,-2964,-18358,-32768,177200,88471
180461,-3628,764,12744,3617,13306,25819,177850,87932
180601,-4176,1964,15268,-1818,-14663,-32768,177277,88391
180741,-1508,1324,13988,3694,13719,25739,178034,88070
180881,-3204,640,13240,-4809,-16659,-32768,176785,88320
181021,-1616,1852,14888,5814,14367,28304,177422,87880
181163,-2316,-2084,11764,-3986,-12823,-29557,176534,88034
181303,-6200,2136,13924,5969,15775,27664,177218,87844
181443,-932,1524,12736,-5989,-17829,-30969,176861,88355
181583,-2704,2356,15572,6272,8558,24234,176665,87899
181723,-1760,-308,11704,-6969,-24100,-29904,175432,87451
181863,11808,8412,19060,13112,25343,18443,175692,87539
182005,-3976,-1880,12488,-21101,-11589,-17003,174528,86975
182145,-3352,-640,10724,23632,23497,12654,172582,86813
182285,2324,-3104,13080,-21087,-16226,-10341,174435,87078
182425,-3896,-3480,6776,21428,22155,6146,172273,86685
182565,1588,-5584,14380,-23777,-8572,-2201,176182,87421
182707,-1892,-4152,2340,21215,14780,3837,171415,86500
182847,-448,-7332,16640,-23066,-3652,1140,176855,87493
182987,-2972,-4844,2096,22574,11734,3540,171695,86707
183127,-184,-7828,15872,-21631,-5885,2913,177756,87912
183267,-3804,-3676,1584,22117,8685,-369,171478,86613
183407,788,-8704,16984,-22615,-7050,2492,176708,87539
183549,-2116,-4792,260,20137,7970,669,171491,86523
183689,1176,-8476,18988,-22562,-6447,3416,177198,87715
183829,-2712,-5396,232,19247,9997,1723,171798,86739
183969,3900,-6276,21056,-19681,-4717,3294,178656,88270
184109,-3120,-4868,136,19616,7447,2390,171551,86687
184251,3576,-6464,21932,-19731,-3784,3583,179417,88611
184391,-6468,-5208,836,17657,4293,2812,172300,86809
184531,5568,-3520,24032,-18244,-4960,3655,179712,88765
184671,-6304,-5828,-888,13808,3549,-2020,172105,86889
184811,6980,-4228,24412,-16347,-6155,4862,179560,88677
184951,44,-5320,144,15672,8979,-7413,172136,86805
185093,5956,-4476,21940,-14091,-9774,3119,179051,88144
185233,-3880,-6552,8200,4373,-5101,-8279,171549,86541
185373,11360,-1164,16204,-871,-1096,-1744,171359,86630
185513,4880,-3044,13796,-130,809,-1471,170687,86396
185653,5740,-2740,14212,-545,230,-541,170695,86383
185795,6936,-1988,13516,-41,1250,-31,170692,86335
185935,5532,-1812,14620,4388,8340,8488,170998,86495
186075,-6616,-1404,16764,1263,11373,8732,171489,86645
186215,-3264,-1496,15772,-5049,5046,1285,172066,86999
186355,-5264,-3340,13652,-4365,3050,3864,172123,86993
186495,-5572,-3804,10876,-678,-360,464,171906,86801
186637,-5272,-420,15348,6182,5131,-24059,173999,87641
186777,-4144,-352,14528,4340,1079,26416,174678,87276
186917,-3628,1440,12952,4741,-11343,-32768,174824,88337
187057,-8024,1492,15192,2294,10739,23624,175545,87546
187197,-2100,700,13028,-512,-11502,-29309,176477,88477
187339,-2308,4444,14120,4577,13999,29624,176236,87811
187479,-8668,1288,12432,-2131,-14722,-31411,174947,87856
187619,2960,4784,11688,3110,19800,28417,176916,88038
187759,-17992,-2680,11220,-38,-17980,-26539,175816,87923
187899,6752,2748,12944,2667,20712,25059,178561,88139
188039,-17704,-4588,11200,-2927,-13222,-23307,175433,87646
188181,2984,2900,13632,3932,21469,23887,178454,88195
188321,-19316,-5188,10564,-1330,-16579,-29115,175717,87615
188461,10648,2588,11996,9461,27124,23136,179758,88814
188601,-17416,-3556,13324,2621,-16122,-20215,175279,87629
188741,12904,564,11968,3779,16127,22799,179761,88818
188881,-25652,-6252,11352,-2397,-12007,-16451,175477,87398
189023,21400,1728,14812,6358,11372,19905,180235,88986
189163,-28824,-5776,12552,1486,-10553,-20049,175690,87507
189303,20388,1784,17408,3633,9095,16946,179992,89151
189443,-29308,-7204,9744,-4589,6207,-6470,176477,87677
189583,27904,5360,16468,297,-9667,10336,180705,89217
189725,-30640,-6548,7376,-2030,8223,-6769,176360,87571
189865,27352,3152,15132,2116,6977,16949,180417,89085
190005,-23100,-4116,11528,-1882,11870,7885,177113,87937
190145,11908,7556,14880,-4161,-28229,-28889,179313,89063
190285,-16264,188,9328,1428,32767,25997,177699,87952
190425,-3444,5352,16216,-1462,-30624,-28328,178436,88815
190567,-5756,1680,10500,3559,22410,25092,178389,88251
190707,-10632,192,13564,-1417,-32271,-29140,177023,88398
190847,-1024,1544,11312,6436,25831,23325,178563,88471
190987,-6360,1120,12796,-89,-32768,-28986,176620,88365
191127,-9156,1876,12256,2494,28230,21897,177873,88066
191269,2332,1144,13436,-2191,-27953,-21254,178072,88605
191409,-8120,2192,11580,1934,18748,25023,177626,88089
191549,-11384,-896,15592,-1855,-16983,-18406,176666,88176
191689,3488,-3108,11688,-1376,2229,9117,175120,87580
191829,-21024,-6512,12876,1334,8989,-12981,175610,87488
191969,9948,-1600,13592,5396,7193,10918,176714,87899
192111,-14580,-2424,14972,2932,7043,3465,175225,87452
192251,3352,-496,14504,-4545,-4448,-8028,175781,87693
192391,-11244,2272,13556,-1,20413,12416,174952,87415
192531,18580,1232,12744,-1650,-26618,-9162,175145,88265
192671,-17908,1948,13168,-1307,17095,19193,174117,87164
192813,-4144,3196,14044,-4076,-17672,-29474,176348,88041
192953,-9616,1820,11556,-1694,16415,27438,174016,87189
193093,-12848,-2952,12248,-1524,-13388,-25728,175190,87759
193233,1680,396,11924,4278,12654,23941,174819,87596
193373,-15920,-4080,12780,695,-18526,-29440,175357,87801
193513,-148,1072,11912,5916,17720,25112,176443,87952
193655,-17104,-5012,13336,910,-14668,-25171,176118,87882
193795,7912,2488,12388,6358,15527,22609,177144,88099
193935,-20136,-6068,13712,-2405,-16819,-26900,174805,87662
194075,6296,5072,11708,6978,30685,24462,176778,88058
194215,-19060,-4656,12972,276,-7932,-16391,175370,87661
194357,14720,1932,16004,-101,6489,17343,177747,88213
194497,-23696,-6624,12724,-3487,-457,-12556,174901,87389
194637,22652,2496,16480,782,1009,10400,177920,88471
194777,-25848,-7588,11008,-452,10874,-8013,175093,87481
194917,18392,3132,16092,6828,21322,22431,179229,88671
195057,-23972,-6044,12244,-1777,-2893,-14074,175707,87665
195199,21268,4248,18536,-3132,-2146,5843,179649,88934
195339,-32392,-9828,7076,-1364,10619,-10381,175271,87430
195479,28236,11768,20216,-2148,-3237,7352,180054,89149
195619,-15880,-3660,10472,-5341,10591,17258,175074,87469
195759,2196,-448,14420,12689,-17555,-29543,175551,88474
195899,-15508,-1400,14804,-5051,18809,27846,176411,87780
196041,-6456,-3356,8728,5544,-12409,-29882,175497,87927
196181,4164,1416,15192,-1506,9565,29793,177193,87883
196321,-18368,-8080,7024,-164,-10544,-25753,175118,87737
196461,20688,6152,15664,3231,14999,20815,179661,88725
196601,-22056,-9328,7544,-4561,3139,-15155,175756,87717
196743,29972,15116,24524,4497,-4771,10234,179900,88964
196883,-16872,-6736,11348,-3299,9519,3144,176482,87785
197023,21600,13916,25168,2240,-2056,9280,179891,89089
197163,-24524,-7012,10548,-6455,4091,-9169,176806,87952
197303,25868,10268,24380,-2608,-8535,3128,179569,89066
197445,-20208,-4176,10508,-8357,14857,11655,175750,87564
197585,12336,6916,25464,3529,-28438,-24386,178378,89217
197725,-19644,-4220,9476,-8236,13202,28069,175535,87517
197865,15896,8996,30136,-18356,-27182,-22610,179684,89193
198005,-1852,-9416,-7184,12074,6778,17247,172849,87177
198145,-1496,7480,32767,8991,-6961,-4243,179685,88721
198287,760,-8488,-2852,-17670,-6754,-10059,176328,87653
198427,-7948,1752,32284,22466,9914,2850,177596,88528
198567,-1736,-8136,2508,-24589,-4045,-65,176851,87818
198707,-7604,-2776,5952,32767,19719,3198,174266,88007
198847,-6588,-8136,13056,-32647,-6782,-2593,179415,88507
198989,-5916,-3480,-5224,24522,-1361,6797,171895,86807
199129,3980,1388,32767,-22219,-6270,-5618,179819,88693
199269,-5252,-9048,-5820,6206,-838,3680,172192,86996
199409,9264,14040,32767,117,-14248,-6429,179034,88717
199549,-3828,-5720,-1424,-10668,-2605,-4888,172281,86775
199691,-4828,2300,32767,23418,241,-3681,175713,88489
199831,-2216,-8684,5356,-18068,-2653,4439,173610,86840
199971,-5024,-8900,10816,27830,23892,-3368,174140,87730
200111,2744,-9360,12664,-22791,-14779,341,178718,88362
200251,-7572,-5396,588,21622,4543,6600,172383,87022
200391,7188,2848,25668,-19263,-18134,-3548,178293,88460
200533,-8936,-8312,2196,6000,8333,7377,172413,86957
200673,12012,6396,28652,-13171,-11345,-7668,176684,88037
200813,-2848,-9984,-1296,7487,5071,7086,171485,86925
200953,-136,13220,32767,7237,-18746,-9645,176485,88594
201093,-2040,-8888,2360,-15549,-276,220,171853,86872
201235,-14848,-5680,13772,24981,22588,-3559,173159,87086
201375,4348,-12444,7348,-23484,-18832,2137,172982,86903
201515,-6128,-5316,1720,25711,14344,7862,172478,87095
201655,6136,1552,26880,-19246,-10671,-1245,177341,87944
201795,-6436,-10200,3988,-8005,3646,-7482,172358,86928
201935,7676,3716,25984,26405,16367,12207,176213,88468
202077,-4684,-6724,11008,-27501,-22151,-22582,173908,87032
202217,10916,-260,8112,18125,29265,26518,173660,87662
202357,-30568,-10676,11808,2153,7532,-8666,176115,87847
202497,24356,-524,17120,-4636,2792,4934,180824,89375
202637,-23316,-2628,11440,-5835,17843,18396,177132,87798
202779,7124,1648,19888,-3371,-19187,-32428,179960,89445
202919,-9300,-3384,11468,-4031,9820,32767,179144,88374
203059,-4940,-7164,7448,-1417,-848,-32768,178184,88849
203199,-3800,-6844,9960,881,1045,32767,180342,89096
203339,-9544,-9020,5620,-972,-1836,-30495,178301,88679
203481,5308,-9456,8304,1904,4437,30134,180085,89046
203621,-21528,-11892,5480,-587,-4629,-31886,178424,88814
203761,16420,-11416,9188,825,5666,13132,180946,89403
203901,-25996,-14556,4872,-5223,14302,-9697,179130,88608
204041,25616,-5804,11084,4584,995,10990,180533,89374
204183,-28220,-13856,8284,-4752,22021,-2539,179053,88330
204323,25372,-9852,11908,2259,-1185,-1744,180328,89237
204463,-20508,-9560,10200,-5528,19850,10826,179951,88470
204603,22892,-8048,13452,1398,-15962,-12615,180137,89352
204743,-18808,-9596,8588,-8896,22118,14111,179011,88291
204883,23000,-10044,10060,3557,-15452,-10751,179007,89098
205025,-9472,-8080,9916,-566,12924,22573,180402,88812
205165,14968,-10064,11956,3590,-19522,-19634,179678,89177
205305,-12300,-8124,9740,-4104,14585,17654,180188,88721
205445,13112,-9824,12436,3777,-18313,-25686,179355,89155
205585,-13536,-9068,7204,-4774,18349,19596,180015,88530
205727,23820,-9628,13700,4584,-20306,-11512,179858,89273
205867,-22336,-10156,5728,-5193,20878,7696,179821,88572
206007,30168,-5808,17716,4524,-21316,-8530,179710,89298
206147,-29268,-10168,5720,-4927,25722,8579,179933,88559
206287,32767,-1312,18624,3709,-18455,2006,180560,89414
206429,-32768,-9824,4304,-1839,28496,4601,180369,88552
206569,32767,480,17620,1784,-18695,1220,180674,89365
206709,-30612,-11696,7208,-7352,24122,1096,180158,88709
206849,31484,-1884,16068,3602,-16175,-4555,180623,89520
206989,-8484,-3844,15576,10025,2509,24881,181213,89120
207129,688,-2072,14704,10975,-2594,-32768,181130,89346
207271,-1340,-2056,14176,9921,-5658,30485,181176,89254
207411,-19044,-5500,11076,3491,-10281,-32768,179184,88792
207551,8232,836,13948,2682,13948,24642,181594,89564
207691,-27012,-8468,9712,-3375,13414,-14796,181303,89164
207831,28424,6180,18768,-871,10047,10919,182142,89661
207973,-14372,-2160,10976,-4361,16200,11078,181407,89170
208113,20032,7780,25464,936,-27508,-21796,181828,89693
208253,-6740,-2016,13636,-1590,5443,25716,181540,89420
208393,-4756,-556,12368,7154,-23933,-32655,180015,89424
208533,-1780,-2736,12136,1558,-2356,31679,181160,89294
208675,-12976,-4108,8356,6831,-15850,-32768,178728,88715
208815,6424,-1536,12580,-682,4174,24573,181336,89271
208955,-25604,-10528,7540,-989,15248,-17260,179933,88788
209095,27920,8264,16988,3362,22492,16409,182062,89590
209235,-18492,-3960,8272,-8461,24163,208,180442,88894
209375,27768,11464,29284,302,-28277,-15285,181676,89760
209517,-12476,-2728,10876,-3305,11251,23567,180569,88807
209657,2080,784,13028,13215,-22988,-31936,179518,89634
209797,-7796,-3616,16448,-161,-83,29711,179865,89030
209937,-9348,-3392,7816,6897,-18953,-32367,177328,88484
210077,3456,1232,13268,2885,17171,30366,180245,88953
210219,-17764,-5056,7008,9503,-4109,-31360,178485,88471
210359,15192,2492,15040,273,19466,28637,182245,89561
210499,-18476,-4900,9396,7573,-5946,-15241,179562,88960
210639,9604,1044,14708,-568,10050,14935,181987,89627
210779,-24652,-3732,8624,6896,8231,-11378,179272,88734
210921,23736,788,18160,-2406,707,19160,182522,89810
211061,-30028,-4524,6420,-2620,10928,-5723,180048,88810
211201,28960,5732,16456,-4408,-11916,8639,182487,89907
211341,-24604,-3904,9360,-3653,11421,-3057,180300,88963
211481,32060,10764,22288,-3789,-16151,-1560,182745,90018
211621,-16164,-5456,11016,-5051,9112,7273,180642,88974
211763,24008,8096,23356,-2096,-25710,-10826,182377,89965
211903,-13232,-4216,10684,-3315,15987,15485,180704,88969
212043,21400,7804,27620,-1350,-28796,-13220,182396,90099
212183,-10680,-5344,9536,-3063,7583,12745,180352,88959
212323,-3680,-1276,16296,17652,-4755,-9925,180105,89527
212465,-12004,-5112,15260,-7764,8464,12338,180166,88897
212605,3840,2160,16356,834,-19788,-23358,180887,89643
212745,-8960,-2444,13316,-2546,9467,23145,180374,89135
212885,-2740,-3196,10920,2363,-23622,-29002,179069,89415
213025,-10628,-5836,13188,1486,14427,24999,179949,89023
213167,-972,2640,15084,-4006,-22961,-32341,180481,89604
213307,-7684,-112,11352,2705,7369,24660,180767,89128
213447,-6280,-624,12944,-1292,-24379,-32768,179341,89357
213587,-5320,-2376,10828,4678,10980,27327,180150,89166
213727,-12044,-2252,12516,-186,-17303,-32768,179110,89126
213867,-956,472,12524,4082,10026,27036,181063,89320
214009,-14624,-4744,12320,-326,-12876,-28510,179235,88950
214149,7392,-36,12712,2911,10364,25033,181207,89420
214289,-24304,-8228,11244,-233,29,-18310,178772,88708
214429,16296,2040,15068,1743,15642,18824,181773,89502
214569,-20180,-7400,10052,-223,12808,-5023,179314,88690
214711,29964,5700,20488,-1914,-654,6749,182001,89752
214851,-19044,-5012,10672,-2845,14266,7736,179687,88712
214991,27820,7992,22640,-6138,-26439,-11937,182001,89997
215131,-13600,-4804,11760,-5311,12807,20214,179928,88829
215271,13340,92,20460,970,-26990,-19150,180758,89845
215413,-12276,-6844,16416,-15966,2321,22395,179685,88932
215553,2572,-8952,-2672,-9116,-12377,-27693,176530,88229
215693,-7084,-1036,22052,10621,19993,24599,181217,89271
215833,4216,-8348,5728,-23481,13098,-25870,181202,89515
215973,-14020,-8256,4132,-9353,4472,32767,181468,89333
216113,-3044,-11768,-2440,4006,-1800,-32374,179495,89127
216255,-1020,-10376,8824,5486,-7892,31438,181726,89589
216395,-9612,-11812,4640,-344,-7704,-32768,181592,89624
216535,-1984,-7612,5348,7830,835,32767,181818,89689
216675,-10668,-13232,4080,-1020,-2132,-32768,181925,89691
216815,13420,-10320,6268,5645,3993,27435,182074,89763
216957,-27164,-14464,3852,-6856,-4179,-27016,181312,89462
217097,20712,-9652,4416,5207,278,16680,181944,89763
217237,-29996,-13836,6808,-1729,9930,-4682,181447,89378
217377,29096,-8916,8568,11522,-19593,-3364,182060,89894
217517,-27132,-5080,12604,4145,17288,17341,181471,89155
217659,20112,-2656,12992,3401,-30563,-25439,181480,89727
217799,-9860,-4440,14644,5111,3289,27946,181404,89280
217939,920,-7132,4392,4477,-17906,-32768,181441,89732
218079,-1080,-4568,14108,10545,8327,29503,181529,89465
218219,-10732,-6052,10532,-105,-10453,-32768,180416,89412
218361,12136,-3432,10456,7462,13301,29153,181748,89588
218501,-24208,-10172,10364,-1312,132,-24483,181353,89343
218641,24432,-1836,13268,3766,5747,18610,181967,89822
218781,-31148,-10080,9148,-4202,16738,-6403,181305,89320
218921,32767,2380,18020,-397,-14422,1613,182192,89950
219061,-28692,-5548,9084,-4750,19193,11279,181669,89308
219203,27748,3736,23072,2691,-30879,-13676,182559,90113
219343,-12268,-3108,14128,-4132,11654,19857,181577,89334
219483,7812,-1152,12772,-867,-24351,-32768,181176,89827
219623,-8128,-5248,14844,1454,2362,30126,181364,89432
219763,-1120,-5176,11624,-2161,-17084,-32768,181175,89642
219905,-9432,-4316,12368,-3721,10033,25985,181945,89534
220045,-2800,-9820,6832,2061,-6727,-29427,181667,89571
220185,-5156,-7788,10124,-1355,-1994,29798,181494,89583
220325,-8752,-9128,6364,1953,-9254,-30240,181319,89583
220465,-3772,-9844,11344,1221,4786,23245,181606,89599
220607,1624,-11956,-436,19674,-19768,-10553,181258,89678
220747,-2928,-2660,32767,-9050,4265,-2261,181630,89489
220887,5424,-10788,-2656,-11584,-7167,-2350,181209,89653
221027,-12032,-1040,28436,27956,6964,12201,180435,89301
221167,-1228,-7184,-1348,-28429,-6029,-12230,181366,89659
221307,-12300,-3552,19576,31438,8009,8839,180714,89316
221449,-2996,-5732,620,-32768,-889,-5450,181931,89773
221589,-10620,-3024,12284,32767,7700,4296,181155,89308
221729,-3240,-6428,5464,-32768,-1520,-12854,181592,89749
221869,-4244,-3824,-716,32767,11656,9723,180750,89340
222009,-3680,-10032,19896,-32356,-3910,-4906,181333,89588
222151,-480,-8792,-4316,23977,8865,9122,181116,89526
222291,3592,-6796,29252,-22249,-3067,-1517,181725,89597
222431,272,-9592,-4480,14467,4847,8859,181629,89736
222571,7996,700,32767,-10705,-6870,-2778,181394,89618
222711,3856,-11748,-3764,-5325,-5923,-432,181116,89618
222851,-6904,288,32767,19926,-2510,793,180716,89333
222993,-1032,-7160,2048,-27845,-4083,-9021,181817,89814
223133,-7936,-6096,5844,32767,12495,6823,180244,89181
223273,-5608,-8308,14144,-32768,-2004,-4851,181688,89760
223413,-644,-4676,-1172,29657,18181,13802,180817,89345
223553,-4336,-6740,24500,-28628,-5786,-10038,181135,89494
223695,4896,-11112,-4404,13246,1300,6146,178807,88910
223835,9200,2908,32767,1367,-17377,-2806,181645,89571
223975,2684,-12232,-1848,-10389,-12352,-1158,181125,89359
224115,-5068,768,27072,32767,-17747,-1821,178094,89113
224255,-3160,-2824,6312,-32768,2074,-8736,179588,89104
224397,-3908,-4356,364,32767,17422,11173,178899,88803
224537,-8628,-7776,20644,-31721,-9218,-11676,181417,89416
224677,812,-7812,-3448,21846,10285,11561,180998,89396
224817,6520,-2280,32767,-15658,-11707,-4327,181840,89626
224957,-3768,-10208,-3796,-3367,248,1869,181241,89432
225097,3744,3168,32767,16965,-12487,-5404,181010,89522
225239,-2224,-7684,1336,-23772,1842,-409,181743,89590
225379,-6928,-3896,6668,32767,8425,2072,180441,89167
225519,-2548,-9280,16900,-30445,-2771,2121,181985,89782
225659,-708,-8692,-1804,10250,1533,-1136,180106,89171
225799,21020,9132,32767,1272,-15433,-112,181444,89642
225941,-1036,-6008,3664,-9563,2185,8288,181487,89456
226081,-8388,-1944,24076,28121,4196,-452,180521,89315
226221,-1144,-6276,8780,-28999,-2488,360,181945,89779
226361,-3308,-5560,-536,27016,12537,2406,179369,88997
226501,4036,-7728,21796,-20162,1940,3757,181438,89564
226641,-5256,-3232,7664,9800,10456,16863,181230,89337
226783,6776,-840,17284,-8515,-10430,-31756,181440,89640
226923,3196,-396,12800,5842,9254,31747,181746,89569
227063,-9580,-6372,11716,-5905,-6460,-32768,181300,89590
227203,12872,-4940,9096,12753,4862,22809,181797,89768
227343,-25832,-10004,20984,-18527,877,-16545,181247,89454
227485,10756,-13104,-2180,5200,-732,-1692,182082,89802
227625,1200,-400,32767,10726,150,9108,181837,89462
227765,4556,-9104,4212,-19111,2114,-12094,181583,89737
227905,1016,608,9248,32767,2171,16183,180186,89444
228045,-8388,-5076,20692,-16829,-15528,-22384,177918,88677
228187,11100,-1004,3784,16564,22999,22322,180476,89290
228327,-18504,-5336,20140,-9022,10577,-12890,178419,88392
228467,19808,-2576,10664,6881,-7059,-4278,180429,89688
228607,-16076,2188,18840,4368,22249,15505,180080,88866
228747,15068,5604,15856,-7105,-21159,-25722,181389,89895
228887,-6456,2076,12748,142,13237,32767,181160,89385
229029,-7240,1460,10332,-5083,-18822,-32768,179082,88936
229169,9652,-180,9744,11745,12380,27823,181243,89568
229309,-26560,-6984,13400,-2663,-4775,-23845,178690,88619
229449,24656,112,16728,3398,5695,12738,182226,89918
229589,-14836,-2920,11164,3574,8415,9648,178747,88614
229731,10220,5484,18644,6942,-8668,-13455,181446,89676
229871,1804,1748,13712,6469,-342,1697,179915,89156
230011,252,2176,15140,-220,-3279,-2877,178074,88779
230151,436,3384,14544,-731,392,-703,177287,88397
230291,700,3208,15284,-377,66,-253,176604,88219
230433,1180,3404,15152,-481,258,-508,176147,87995
230573,556,3136,15024,-18,463,-105,175659,87875
230713,740,3276,14956,-137,374,-38,175224,87818
230853,-1304,10552,30360,-13882,-17125,3492,176170,88789
230993,-1872,-4084,4108,-32768,8309,6305,176436,87904
231135,472,-7552,-1276,13776,1537,5920,174052,87382
231275,6236,5380,32767,11447,-13167,-3851,181269,89553
231415,-1300,-4844,2980,-32768,5319,-5549,179376,88589
231555,-5308,-4612,-2432,32767,12516,5782,174205,87813
231695,1420,-7924,24660,-32768,11018,-643,181610,89564
231835,100,-9080,-6060,14218,-2820,6960,174033,87494
231977,16116,11544,32767,1027,-21483,-3578,181350,89627
232117,-1332,-7160,-1752,-17862,1113,1213,176951,88043
232257,-5388,-1840,29860,32767,5653,3459,177562,89431
232397,-2252,-4968,2512,-30201,-8043,-11685,179674,88813
232537,-2432,-3260,8420,32767,6691,3929,174404,88132
232679,-1356,-5596,15068,-29757,-7124,-1058,180768,89266
232819,-900,-2024,3776,32767,8586,3903,173826,87835
232959,-788,-5824,14180,-32768,-6002,-2986,180513,89204
233099,-1620,-2984,-572,32767,11606,3822,174093,87716
233239,16,-7764,16732,-32768,-6900,-2477,180857,89454
233381,340,-4668,-4128,30453,12541,3593,173908,87562
233521,5532,-3864,28348,-15489,1899,13542,181227,89513
233661,-19440,-5200,5008,-1564,12516,-28489,177691,88531
233801,23872,-3344,12464,5604,5914,22712,181189,89707
233941,-29828,-8320,13108,-3381,9395,-15128,178349,88633
234083,32120,-1316,14624,951,1431,5372,181732,89827
234223,-26880,-4624,15020,-3303,20973,5732,178968,88742
234363,29508,5192,17560,-1022,-10574,-18638,181618,90054
234503,-9696,-888,15996,2161,7767,25232,179065,88944
234643,6704,2024,12268,-2761,-18540,-32768,179895,89666
234785,284,1708,12744,9116,7173,32767,180195,89283
234925,-8036,-2464,11664,-2218,-16531,-32768,180265,89579
235065,12940,-1192,11304,8138,3267,28034,181354,89703
235205,-26828,-8184,14104,-5084,1121,-21422,178895,88966
235345,26428,-2688,13192,1184,9084,16709,181961,89953
235485,-30948,-6404,11372,-5747,17785,-4514,177771,88422
235627,32767,1388,15136,663,-12381,1061,182630,90127
235767,-21940,-3936,12920,2345,15218,9240,178682,88558
235907,26872,5200,20032,2546,-12033,-3025,181450,90007
236047,-10668,-4480,14316,-3341,881,4939,178682,88851
236187,1448,-3160,15220,-3154,3223,50,180332,89431
236329,-1288,-4144,14480,-1142,1165,3966,179964,89284
236469,-1348,-4472,14876,-2166,673,568,179269,89143
236609,2008,-3616,8156,8553,-3113,2863,176870,88541
236749,3008,4188,32767,-11014,-11660,-11666,180160,89415
236889,5148,-6252,-1208,-8571,2265,-933,174749,87691
237031,-4384,8332,32767,11663,-11070,-3116,178029,89264
237171,1724,-6636,-5564,-10816,1586,350,173922,87439
237311,-2664,5312,32767,19511,-7740,-7290,175809,89377
237451,612,-3424,944,-22234,194,726,176836,88173
237591,-10504,-1908,27876,32767,10970,-2515,174591,88527
237731,24,-5376,4656,-32249,-1420,2425,178350,88539
237873,-5332,-1608,4052,32767,11384,-67,173455,87596
